timestamp,title,price,original_price,shipping,item_url,discount_percentage
2026-03-10 11:24:27,,37.5,37.5,,https://www.ebay.com/itm/315731882693?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,0.0
2026-03-10 11:24:28,,10.95,29.95,Free shipping,https://www.ebay.com/itm/406697763087?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,63.44
2026-03-10 11:24:28,,28.97,28.97,,https://www.ebay.com/itm/226789673662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,0.0
2026-03-10 11:24:28,,32.31,32.31,,https://www.ebay.com/itm/177756927146?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,0.0
2026-03-10 11:24:28,,32.76,32.76,Free shipping,https://www.ebay.com/itm/276811915890?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,0.0
2026-03-10 11:24:28,,29.95,29.95,,https://www.ebay.com/itm/393249388050?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,0.0
2026-03-10 11:24:28,,34.99,34.99,Free shipping,https://www.ebay.com/itm/365767928771?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,0.0
2026-03-10 11:24:28,,22.0,22.0,,https://www.ebay.com/itm/325237619580?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,0.0
2026-03-10 11:24:28,,150.71,150.71,,https://www.ebay.com/itm/406320589171?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2026-03-10 11:24:29,,19.85,19.85,,https://www.ebay.com/itm/402858625163?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2026-03-10 11:24:29,,21.43,21.43,Free shipping,https://www.ebay.com/itm/297426809196?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2026-03-10 11:24:29,,171.58,171.58,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2026-03-10 11:24:29,,1150.0,1150.0,Free shipping,https://www.ebay.com/itm/375738596768?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,0.0
2026-03-10 11:24:29,,137.96,137.96,,https://www.ebay.com/itm/404432513521?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,0.0
2026-03-10 11:24:29,,156.51,156.51,Free shipping,https://www.ebay.com/itm/187941663870?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,0.0
2026-03-10 11:24:30,,139.12,139.12,,https://www.ebay.com/itm/365666689641?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,0.0
